Container is store 10000 languages:
Cartoon: name = ExRQwvmycn  year = 1945  legacy = PUPPET, calculation = 194.5
Fiction: name = QPEvZE  year = 2005  director = Urtgytq , quotient = 334.17
Cartoon: name = wmkGPO  year = 2005  legacy = PLASTICINE, calculation = 334.17
Cartoon: name = jYHUNL  year = 2005  legacy = PLASTICINE, calculation = 334.17
Cartoon: name = IOvdFH  year = 2005  legacy = PUPPET, calculation = 334.17
Fiction: name = zrluRQ  year = 2005  director = RTnRLZdIY , quotient = 334.17
Documentary: name = pyHeeJ  year = 2005  duration = 57 , calculation = 334.17
Fiction: name = NxjjNl  year = 2005  director = hViahfrayr , quotient = 334.17
Cartoon: name = StLaLQ  year = 2005  legacy = PUPPET, calculation = 334.17
Cartoon: name = KhrCqH  year = 2005  legacy = PUPPET, calculation = 334.17
Cartoon: name = JgagFf  year = 2005  legacy = DRAW, calculation = 334.17
Cartoon: name = WCxiGV  year = 2005  legacy = PUPPET, calculation = 334.17
Documentary: name = DFseVN  year = 2005  duration = 10 , calculation = 334.17
Fiction: name = eAnVvr  year = 2005  director = edcSXfQZl , quotient = 334.17
Cartoon: name = ZpTeUH  year = 2005  legacy = DRAW, calculation = 334.17
Documentary: name = kQclyI  year = 2005  duration = 18 , calculation = 334.17
Documentary: name = dBmOER  year = 2005  duration = 51 , calculation = 334.17
Cartoon: name = TGzcPC  year = 2005  legacy = DRAW, calculation = 334.17
Documentary: name = GUchPU  year = 2005  duration = 51 , calculation = 334.17
Cartoon: name = qIsEcO  year = 2005  legacy = PLASTICINE, calculation = 334.17
Fiction: name = GsYWCD  year = 2005  director = yBQzVId , quotient = 334.17
Fiction: name = svmGnq  year = 2005  director = xQszRpks , quotient = 334.17
Documentary: name = qGbtzp  year = 2005  duration = 34 , calculation = 334.17
Documentary: name = rpwHar  year = 2006  duration = 71 , calculation = 334.33
Cartoon: name = hAaYZv  year = 2006  legacy = PLASTICINE, calculation = 334.33
Fiction: name = OCTFJa  year = 2006  director = omELaumQk , quotient = 334.33
Cartoon: name = gLSTHO  year = 2006  legacy = DRAW, calculation = 334.33
Fiction: name = CHllNh  year = 2006  director = UwBsuKWH , quotient = 334.33
Documentary: name = OmHxfT  year = 2006  duration = 94 , calculation = 334.33
Cartoon: name = DshEUl  year = 2006  legacy = PLASTICINE, calculation = 334.33
Documentary: name = tQfnEw  year = 2006  duration = 61 , calculation = 334.33
Fiction: name = TugPBC  year = 2006  director = UTAHxGlRHt , quotient = 334.33
Fiction: name = OOSNbM  year = 2006  director = FRTKVAK , quotient = 334.33
Fiction: name = YTwxXJ  year = 2006  director = ioCNiTWzDq , quotient = 334.33
Fiction: name = caZAPb  year = 2006  director = HeCyJKIjTA , quotient = 334.33
Fiction: name = PnetiR  year = 2006  director = gFfNLCsvc , quotient = 334.33
Cartoon: name = rxdMpG  year = 2006  legacy = DRAW, calculation = 334.33
Cartoon: name = WkQkbs  year = 2006  legacy = DRAW, calculation = 334.33
Fiction: name = DTqiQy  year = 2006  director = PMxybHdTf , quotient = 334.33
Cartoon: name = HUuDBK  year = 2006  legacy = PLASTICINE, calculation = 334.33
Documentary: name = jlgOxF  year = 2006  duration = 47 , calculation = 334.33
Fiction: name = ZUEWxn  year = 2006  director = lglzUdM , quotient = 334.33
Cartoon: name = mxxdXo  year = 2006  legacy = PUPPET, calculation = 334.33
Fiction: name = IKqBvy  year = 2006  director = UUpoBlQr , quotient = 334.33
Fiction: name = gyLpDA  year = 2006  director = rikDcBMLb , quotient = 334.33
Cartoon: name = IGbqFg  year = 2007  legacy = DRAW, calculation = 334.5
Documentary: name = TAvSVt  year = 2007  duration = 31 , calculation = 334.5
Documentary: name = QILipM  year = 2007  duration = 65 , calculation = 334.5
Fiction: name = BofOlY  year = 2007  director = gPzuELUMgG , quotient = 334.5
Documentary: name = tRwhCl  year = 2007  duration = 83 , calculation = 334.5
Fiction: name = ANnjKl  year = 2007  director = LkVNDQckIl , quotient = 334.5
Cartoon: name = OgleOn  year = 2007  legacy = PLASTICINE, calculation = 334.5
Documentary: name = RtuAGd  year = 2007  duration = 98 , calculation = 334.5
Documentary: name = LZOJdC  year = 2007  duration = 16 , calculation = 334.5
Fiction: name = sqOVFb  year = 2007  director = qCJFo , quotient = 334.5
Cartoon: name = cuJRHE  year = 2007  legacy = PUPPET, calculation = 334.5
Cartoon: name = gvpiBO  year = 2007  legacy = PUPPET, calculation = 334.5
Documentary: name = rHksyJ  year = 2007  duration = 38 , calculation = 334.5
Cartoon: name = iPGMlk  year = 2007  legacy = DRAW, calculation = 334.5
Fiction: name = SKntYU  year = 2007  director = jfOJQndtIn , quotient = 334.5
Documentary: name = wMQzmX  year = 2007  duration = 17 , calculation = 334.5
Fiction: name = tOLXjM  year = 2007  director = qddlG , quotient = 334.5
Cartoon: name = NSROuO  year = 2007  legacy = DRAW, calculation = 334.5
Documentary: name = ehicyy  year = 2007  duration = 29 , calculation = 334.5
Documentary: name = rFdDiW  year = 2007  duration = 81 , calculation = 334.5
Fiction: name = txRpsK  year = 2007  director = TBydEQR , quotient = 334.5
Documentary: name = rczDDr  year = 2007  duration = 86 , calculation = 334.5
Cartoon: name = fnoPGw  year = 2007  legacy = PUPPET, calculation = 334.5
Cartoon: name = pxVtfS  year = 2007  legacy = PUPPET, calculation = 334.5
Fiction: name = yRdBdf  year = 2007  director = ivkPW , quotient = 334.5
Cartoon: name = hkZCfI  year = 2007  legacy = DRAW, calculation = 334.5
Cartoon: name = ILgXnw  year = 2007  legacy = PUPPET, calculation = 334.5
Fiction: name = QCbzZf  year = 2007  director = mqXAeJiBUk , quotient = 334.5
Fiction: name = xQyoEa  year = 2007  director = HGwprqE , quotient = 334.5
Documentary: name = GqaAVg  year = 2007  duration = 62 , calculation = 334.5
Documentary: name = dJdqZY  year = 2007  duration = 70 , calculation = 334.5
Fiction: name = kFpDtr  year = 2007  director = wPGTt , quotient = 334.5
Documentary: name = lASmsY  year = 2007  duration = 20 , calculation = 334.5
Fiction: name = WUQuNG  year = 2008  director = KBlrbO , quotient = 334.67
Cartoon: name = zsuKRz  year = 2008  legacy = PLASTICINE, calculation = 334.67
Cartoon: name = KwQZlq  year = 2008  legacy = DRAW, calculation = 334.67
Documentary: name = adymSf  year = 2008  duration = 28 , calculation = 334.67
Documentary: name = lYLxds  year = 2008  duration = 44 , calculation = 334.67
Documentary: name = EyVqhJ  year = 2008  duration = 93 , calculation = 334.67
Documentary: name = QDuDcf  year = 2008  duration = 71 , calculation = 334.67
Cartoon: name = DXllbC  year = 2008  legacy = PLASTICINE, calculation = 334.67
Documentary: name = vSwCdq  year = 2008  duration = 45 , calculation = 334.67
Documentary: name = bCXuGK  year = 2008  duration = 39 , calculation = 334.67
Fiction: name = SGomGH  year = 2008  director = KwBxr , quotient = 334.67
Cartoon: name = kNxGFS  year = 2008  legacy = PLASTICINE, calculation = 334.67
Documentary: name = OETBtt  year = 2008  duration = 22 , calculation = 334.67
Cartoon: name = AyVWfq  year = 2008  legacy = PUPPET, calculation = 334.67
Documentary: name = DcktXu  year = 2008  duration = 74 , calculation = 334.67
Documentary: name = tjptGo  year = 2008  duration = 66 , calculation = 334.67
Fiction: name = WaJvle  year = 2008  director = pHSEv , quotient = 334.67
Documentary: name = pMKIBl  year = 2008  duration = 16 , calculation = 334.67
Documentary: name = lnbsWX  year = 2008  duration = 80 , calculation = 334.67
Documentary: name = rFPSgB  year = 2008  duration = 41 , calculation = 334.67
Documentary: name = uaHvLv  year = 2008  duration = 11 , calculation = 334.67
Documentary: name = rPrTLb  year = 2008  duration = 82 , calculation = 334.67
Documentary: name = aElGdk  year = 2008  duration = 14 , calculation = 334.67
Documentary: name = pAgkea  year = 2008  duration = 98 , calculation = 334.67
Documentary: name = YjFMlE  year = 2008  duration = 12 , calculation = 334.67
Fiction: name = vkiQJD  year = 2008  director = woXAUIIqzT , quotient = 334.67
Fiction: name = kbJxkQ  year = 2008  director = tUYiPjHrc , quotient = 334.67
Fiction: name = NHxQBb  year = 2008  director = fvrwPRRPR , quotient = 334.67
Cartoon: name = kOMRZD  year = 2009  legacy = DRAW, calculation = 334.83
Cartoon: name = oRKuyn  year = 2009  legacy = PUPPET, calculation = 334.83
Cartoon: name = hfVyra  year = 2009  legacy = PLASTICINE, calculation = 334.83
Documentary: name = mBnPMF  year = 2009  duration = 72 , calculation = 334.83
Documentary: name = ECWFAI  year = 2009  duration = 63 , calculation = 334.83
Fiction: name = eiWRxi  year = 2009  director = JFfsWbYu , quotient = 334.83
Fiction: name = KpHJHt  year = 2009  director = GhfVnppWw , quotient = 334.83
Documentary: name = EkIeav  year = 2009  duration = 24 , calculation = 334.83
Fiction: name = tsmaft  year = 2009  director = WERdv , quotient = 334.83
Documentary: name = JAMWRS  year = 2009  duration = 66 , calculation = 334.83
Fiction: name = QuSCst  year = 2009  director = ulLVLg , quotient = 334.83
Documentary: name = ykPwcd  year = 2009  duration = 50 , calculation = 334.83
Cartoon: name = DkNdlu  year = 2009  legacy = DRAW, calculation = 334.83
Fiction: name = GclOCn  year = 2009  director = DwXIEqe , quotient = 334.83
Documentary: name = pzStga  year = 2009  duration = 23 , calculation = 334.83
Fiction: name = gxPCES  year = 2009  director = ewUXN , quotient = 334.83
Documentary: name = LrfeOe  year = 2009  duration = 37 , calculation = 334.83
Documentary: name = nEiria  year = 2010  duration = 27 , calculation = 335.0
Cartoon: name = zRXDWN  year = 2010  legacy = PLASTICINE, calculation = 335.0
Cartoon: name = RaMoVy  year = 2010  legacy = PUPPET, calculation = 335.0
Cartoon: name = ElCeUd  year = 2010  legacy = PLASTICINE, calculation = 335.0
Fiction: name = PYtGDa  year = 2010  director = tPNDW , quotient = 335.0
Cartoon: name = HlmCCb  year = 2010  legacy = DRAW, calculation = 335.0
Cartoon: name = RIlwUr  year = 2010  legacy = PUPPET, calculation = 335.0
Cartoon: name = WGyRIC  year = 2010  legacy = PUPPET, calculation = 335.0
Cartoon: name = OqRZvS  year = 2010  legacy = DRAW, calculation = 335.0
Fiction: name = DSZTFD  year = 2010  director = pZkZUAvvFQ , quotient = 335.0
Fiction: name = ZiiHxy  year = 2010  director = RQHSmHICpX , quotient = 335.0
Fiction: name = cAMVqW  year = 2010  director = jVwRcJ , quotient = 335.0
Fiction: name = zPPAjP  year = 2010  director = aDLujLI , quotient = 335.0
Cartoon: name = tanETA  year = 2010  legacy = PLASTICINE, calculation = 335.0
Documentary: name = GJfrbD  year = 2010  duration = 84 , calculation = 335.0
Cartoon: name = ZOHUpS  year = 2010  legacy = PLASTICINE, calculation = 335.0
Cartoon: name = efzFmP  year = 2010  legacy = DRAW, calculation = 335.0
Fiction: name = mfmGXR  year = 2010  director = EhHHe , quotient = 335.0
Cartoon: name = VTbURG  year = 2010  legacy = DRAW, calculation = 335.0
Cartoon: name = CcHfVF  year = 2010  legacy = PLASTICINE, calculation = 335.0
Fiction: name = gUtHQl  year = 2010  director = bqepSyYDu , quotient = 335.0
Fiction: name = YbXGBG  year = 2010  director = iuvSr , quotient = 335.0
Documentary: name = HpkhDd  year = 2011  duration = 32 , calculation = 335.17
Documentary: name = fuIZHc  year = 2011  duration = 78 , calculation = 335.17
Cartoon: name = bLpmWa  year = 2011  legacy = PUPPET, calculation = 335.17
Documentary: name = YCvrfe  year = 2011  duration = 53 , calculation = 335.17
Fiction: name = dUhNEe  year = 2011  director = JUDGNqnHpt , quotient = 335.17
Documentary: name = ruBfEF  year = 2011  duration = 74 , calculation = 335.17
Cartoon: name = doGIPR  year = 2011  legacy = PLASTICINE, calculation = 335.17
Fiction: name = TFhrEP  year = 2011  director = IwMwQxN , quotient = 335.17
Cartoon: name = juppxr  year = 2011  legacy = DRAW, calculation = 335.17
Documentary: name = SUJDBR  year = 2011  duration = 77 , calculation = 335.17
Fiction: name = ImycPN  year = 2011  director = USjVDQ , quotient = 335.17
Cartoon: name = dWMfcV  year = 2011  legacy = PUPPET, calculation = 335.17
Cartoon: name = JewHdE  year = 2011  legacy = DRAW, calculation = 335.17
Fiction: name = bGdVHc  year = 2011  director = iHgIAMUvu , quotient = 335.17
Cartoon: name = vlCrLW  year = 2011  legacy = PUPPET, calculation = 335.17
Cartoon: name = umAsHg  year = 2011  legacy = DRAW, calculation = 335.17
Fiction: name = dAUTxD  year = 2011  director = jfURfVuAI , quotient = 335.17
Documentary: name = YmWAhK  year = 2011  duration = 61 , calculation = 335.17
Fiction: name = ucDfIS  year = 2011  director = eSSVgjbOW , quotient = 335.17
Cartoon: name = OYUsYu  year = 2011  legacy = DRAW, calculation = 335.17
Documentary: name = yNQTAn  year = 2011  duration = 67 , calculation = 335.17
Fiction: name = zzVnrC  year = 2011  director = BNdGiFbCko , quotient = 335.17
Fiction: name = rfDelW  year = 2011  director = wwAHPTxOLn , quotient = 335.17
Documentary: name = WigZRE  year = 2011  duration = 25 , calculation = 335.17
Cartoon: name = LwmAwv  year = 2012  legacy = PLASTICINE, calculation = 335.33
Cartoon: name = OgUzze  year = 2012  legacy = PLASTICINE, calculation = 335.33
Cartoon: name = agBYIn  year = 2012  legacy = PUPPET, calculation = 335.33
Cartoon: name = UlFqDs  year = 2012  legacy = PUPPET, calculation = 335.33
Documentary: name = otiWYd  year = 2012  duration = 30 , calculation = 335.33
Cartoon: name = mdiWpX  year = 2012  legacy = DRAW, calculation = 335.33
Fiction: name = mxYTgn  year = 2012  director = XBDHdCo , quotient = 335.33
Cartoon: name = xFgyBI  year = 2012  legacy = PUPPET, calculation = 335.33
Cartoon: name = uitUhp  year = 2012  legacy = PUPPET, calculation = 335.33
Cartoon: name = WohKxG  year = 2012  legacy = PUPPET, calculation = 335.33
Documentary: name = PaSHiG  year = 2012  duration = 29 , calculation = 335.33
Cartoon: name = HLiceK  year = 2012  legacy = PUPPET, calculation = 335.33
Cartoon: name = XNdxnT  year = 2012  legacy = DRAW, calculation = 335.33
Cartoon: name = ynTrtt  year = 2012  legacy = PLASTICINE, calculation = 335.33
Documentary: name = NJNKSN  year = 2012  duration = 94 , calculation = 335.33
Fiction: name = zSdrmh  year = 2012  director = HmZsANlIw , quotient = 335.33
Cartoon: name = lXhdye  year = 2012  legacy = PUPPET, calculation = 335.33
Cartoon: name = ucdKxZ  year = 2012  legacy = DRAW, calculation = 335.33
Documentary: name = iYaRZG  year = 2012  duration = 61 , calculation = 335.33
Documentary: name = QZQASZ  year = 2012  duration = 82 , calculation = 335.33
Fiction: name = zAvQio  year = 2012  director = phmyPY , quotient = 335.33
Documentary: name = feYUiq  year = 2012  duration = 6 , calculation = 335.33
Fiction: name = fyaTfR  year = 2012  director = ffkAWayk , quotient = 335.33
Cartoon: name = dNvbzG  year = 2012  legacy = PUPPET, calculation = 335.33
Documentary: name = GiMDYz  year = 2013  duration = 77 , calculation = 335.5
Cartoon: name = eseerh  year = 2013  legacy = PLASTICINE, calculation = 335.5
Documentary: name = DjgYqn  year = 2013  duration = 48 , calculation = 335.5
Cartoon: name = ankUnF  year = 2013  legacy = PUPPET, calculation = 335.5
Documentary: name = HkVROV  year = 2013  duration = 95 , calculation = 335.5
Cartoon: name = CERQko  year = 2013  legacy = PLASTICINE, calculation = 335.5
Documentary: name = CiJyCr  year = 2013  duration = 21 , calculation = 335.5
Cartoon: name = nloCzo  year = 2013  legacy = DRAW, calculation = 335.5
Documentary: name = fNSKmC  year = 2013  duration = 97 , calculation = 335.5
Cartoon: name = QjcVLJ  year = 2013  legacy = DRAW, calculation = 335.5
Fiction: name = uegCpt  year = 2013  director = pLcBaDk , quotient = 335.5
Cartoon: name = xXTYrU  year = 2013  legacy = PUPPET, calculation = 335.5
Documentary: name = kHbEjx  year = 2013  duration = 13 , calculation = 335.5
Cartoon: name = vSLwxF  year = 2013  legacy = PLASTICINE, calculation = 335.5
Cartoon: name = YMrKIY  year = 2013  legacy = DRAW, calculation = 335.5
Fiction: name = UYxLCR  year = 2013  director = ToSxvm , quotient = 335.5
Cartoon: name = Krowjw  year = 2013  legacy = PLASTICINE, calculation = 335.5
Documentary: name = cDRRWW  year = 2013  duration = 40 , calculation = 335.5
Cartoon: name = IjqPSE  year = 2013  legacy = DRAW, calculation = 335.5
Fiction: name = WfWexw  year = 2013  director = zKxSwMhr , quotient = 335.5
Fiction: name = uaOAUq  year = 2013  director = BlKRdc , quotient = 335.5
Fiction: name = NerRsp  year = 2013  director = XcRNdWJMr , quotient = 335.5
Cartoon: name = UgOzUG  year = 2013  legacy = DRAW, calculation = 335.5
Documentary: name = TQjFID  year = 2013  duration = 63 , calculation = 335.5
Documentary: name = dNRzDM  year = 2013  duration = 70 , calculation = 335.5
Fiction: name = wLTZvk  year = 2013  director = uQIAD , quotient = 335.5
Fiction: name = CYngwz  year = 2013  director = QWPIQB , quotient = 335.5
Documentary: name = XwpcZl  year = 2013  duration = 45 , calculation = 335.5
Fiction: name = OJCGVX  year = 2013  director = DYhKlCaIsy , quotient = 335.5
Documentary: name = elTcfj  year = 2013  duration = 55 , calculation = 335.5
Cartoon: name = YAVgNL  year = 2013  legacy = PUPPET, calculation = 335.5
Cartoon: name = lhJLBi  year = 2013  legacy = DRAW, calculation = 335.5
Fiction: name = ZzKWLI  year = 2013  director = bzhiij , quotient = 335.5
Fiction: name = wOggYm  year = 2013  director = cnZGE , quotient = 335.5
Fiction: name = lTxFjF  year = 2013  director = zshLeEm , quotient = 335.5
Documentary: name = jQPVDs  year = 2014  duration = 12 , calculation = 335.67
Cartoon: name = WhTGWP  year = 2014  legacy = PLASTICINE, calculation = 335.67
Fiction: name = BjuqgD  year = 2014  director = tGyIN , quotient = 335.67
Cartoon: name = AAxQWU  year = 2014  legacy = PLASTICINE, calculation = 335.67
Documentary: name = BudJcu  year = 2014  duration = 69 , calculation = 335.67
Fiction: name = LMNNil  year = 2014  director = KBwecmYJ , quotient = 335.67
Fiction: name = cWcIVW  year = 2014  director = ZOBwy , quotient = 335.67
Fiction: name = uRsmRz  year = 2014  director = gQDVts , quotient = 335.67
Fiction: name = TnCkfe  year = 2014  director = omTWQy , quotient = 335.67
Fiction: name = YMiFUK  year = 2014  director = fpyGhP , quotient = 335.67
Fiction: name = mBqFQE  year = 2014  director = AHQEu , quotient = 335.67
Documentary: name = jBuFSX  year = 2014  duration = 97 , calculation = 335.67
Cartoon: name = zMMWwE  year = 2014  legacy = PLASTICINE, calculation = 335.67
Documentary: name = mMDPWu  year = 2014  duration = 90 , calculation = 335.67
Cartoon: name = EVSbWq  year = 2014  legacy = PLASTICINE, calculation = 335.67
Fiction: name = UvMwtO  year = 2014  director = RuiIsDx , quotient = 335.67
Fiction: name = Awwdjy  year = 2014  director = fYKaM , quotient = 335.67
Documentary: name = avjQLD  year = 2015  duration = 56 , calculation = 335.83
Fiction: name = gsuVnb  year = 2015  director = ycuxda , quotient = 335.83
Cartoon: name = HOUMAw  year = 2015  legacy = DRAW, calculation = 335.83
Documentary: name = scgbDz  year = 2015  duration = 42 , calculation = 335.83
Cartoon: name = ZDBIhc  year = 2015  legacy = PLASTICINE, calculation = 335.83
Documentary: name = aFuvRI  year = 2015  duration = 10 , calculation = 335.83
Fiction: name = BCqqig  year = 2015  director = VkUJYfS , quotient = 335.83
Cartoon: name = PnOfUm  year = 2015  legacy = DRAW, calculation = 335.83
Fiction: name = kCDIXk  year = 2015  director = eukMBYjYy , quotient = 335.83
Cartoon: name = vCmuXL  year = 2015  legacy = PUPPET, calculation = 335.83
Documentary: name = YnEibX  year = 2015  duration = 30 , calculation = 335.83
Documentary: name = jBrqjm  year = 2015  duration = 20 , calculation = 335.83
Cartoon: name = qwWwCG  year = 2015  legacy = PLASTICINE, calculation = 335.83
Cartoon: name = jwaEly  year = 2015  legacy = PUPPET, calculation = 335.83
Documentary: name = UvFkWh  year = 2015  duration = 29 , calculation = 335.83
Documentary: name = yBTUeI  year = 2015  duration = 26 , calculation = 335.83
Fiction: name = ELjGQT  year = 2015  director = CRJuhm , quotient = 335.83
Cartoon: name = iNaMkR  year = 2015  legacy = PUPPET, calculation = 335.83
Fiction: name = bikEki  year = 2015  director = lDQxG , quotient = 335.83
Documentary: name = RJyXsD  year = 2015  duration = 78 , calculation = 335.83
Documentary: name = Dfnwdk  year = 2015  duration = 21 , calculation = 335.83
Cartoon: name = iMKqul  year = 2016  legacy = PLASTICINE, calculation = 336.0
Documentary: name = WUYkrj  year = 2016  duration = 61 , calculation = 336.0
Cartoon: name = WPDaQn  year = 2016  legacy = PUPPET, calculation = 336.0
Documentary: name = uccjTE  year = 2016  duration = 87 , calculation = 336.0
Documentary: name = YeTRNE  year = 2016  duration = 79 , calculation = 336.0
Fiction: name = axmSUM  year = 2016  director = wGAojpK , quotient = 336.0
Cartoon: name = mHTBJn  year = 2016  legacy = PUPPET, calculation = 336.0
Fiction: name = CmgirR  year = 2016  director = HfdzaBvqf , quotient = 336.0
Documentary: name = masBAV  year = 2016  duration = 64 , calculation = 336.0
Documentary: name = kwrEBr  year = 2016  duration = 74 , calculation = 336.0
Fiction: name = rxtqFa  year = 2016  director = JCGWarTw , quotient = 336.0
Documentary: name = FYhvHa  year = 2016  duration = 7 , calculation = 336.0
Documentary: name = QSsFSB  year = 2016  duration = 92 , calculation = 336.0
Fiction: name = AUBUMH  year = 2016  director = bZLsP , quotient = 336.0
Cartoon: name = kWnVqO  year = 2016  legacy = PLASTICINE, calculation = 336.0
Cartoon: name = JNnwea  year = 2016  legacy = PLASTICINE, calculation = 336.0
Cartoon: name = SDbCkf  year = 2016  legacy = DRAW, calculation = 336.0
Cartoon: name = QnwcAg  year = 2016  legacy = PUPPET, calculation = 336.0
Cartoon: name = TfjVkC  year = 2016  legacy = PUPPET, calculation = 336.0
Cartoon: name = iUTpFS  year = 2016  legacy = PLASTICINE, calculation = 336.0
Cartoon: name = NKyXho  year = 2016  legacy = DRAW, calculation = 336.0
Documentary: name = gXoAUs  year = 2016  duration = 7 , calculation = 336.0
Fiction: name = POuqSC  year = 2016  director = GnIHPEooBy , quotient = 336.0
Documentary: name = qUfKyt  year = 2016  duration = 30 , calculation = 336.0
Fiction: name = CRPKUS  year = 2016  director = sXUhcEZWG , quotient = 336.0
Cartoon: name = HSwEkD  year = 2017  legacy = PUPPET, calculation = 336.17
Fiction: name = pzlVrF  year = 2017  director = pdJtTKU , quotient = 336.17
Fiction: name = qHZitR  year = 2017  director = xbBcABP , quotient = 336.17
Fiction: name = qFckPP  year = 2017  director = omOJwJc , quotient = 336.17
Cartoon: name = cHAnMg  year = 2017  legacy = DRAW, calculation = 336.17
Documentary: name = ziCUKg  year = 2017  duration = 7 , calculation = 336.17
Fiction: name = EuCObj  year = 2017  director = AWaUqRZ , quotient = 336.17
Fiction: name = fhSiid  year = 2017  director = oLIRAVyo , quotient = 336.17
Documentary: name = WyDkyk  year = 2017  duration = 74 , calculation = 336.17
Cartoon: name = iwiDrT  year = 2017  legacy = PLASTICINE, calculation = 336.17
Fiction: name = jZVdkp  year = 2017  director = QOgkbtzhl , quotient = 336.17
Fiction: name = DiXXdx  year = 2017  director = ESFboHir , quotient = 336.17
Fiction: name = YgtzzB  year = 2017  director = YIGwU , quotient = 336.17
Documentary: name = nGMzUo  year = 2017  duration = 51 , calculation = 336.17
Documentary: name = Zszthh  year = 2017  duration = 70 , calculation = 336.17
Documentary: name = alYTcZ  year = 2017  duration = 50 , calculation = 336.17
Cartoon: name = ZmDnrV  year = 2017  legacy = PLASTICINE, calculation = 336.17
Fiction: name = zNVwUd  year = 2017  director = jLxpqx , quotient = 336.17
Cartoon: name = jHrrDm  year = 2017  legacy = PUPPET, calculation = 336.17
Fiction: name = sQaQfY  year = 2017  director = OUuHEOQ , quotient = 336.17
Fiction: name = RmTsjN  year = 2017  director = dRsjZgI , quotient = 336.17
Documentary: name = sRZLeY  year = 2017  duration = 31 , calculation = 336.17
Fiction: name = izKuyb  year = 2017  director = DeOCNhm , quotient = 336.17
Documentary: name = lquPiu  year = 2018  duration = 31 , calculation = 336.33
Fiction: name = aqFxaH  year = 2018  director = BMyRqelqhN , quotient = 336.33
Documentary: name = dJkJYW  year = 2018  duration = 24 , calculation = 336.33
Cartoon: name = uRAPSL  year = 2018  legacy = PUPPET, calculation = 336.33
Cartoon: name = ArEMHp  year = 2018  legacy = DRAW, calculation = 336.33
Cartoon: name = MoKenA  year = 2018  legacy = PUPPET, calculation = 336.33
Documentary: name = sOgAwj  year = 2018  duration = 56 , calculation = 336.33
Documentary: name = EcRfhQ  year = 2018  duration = 86 , calculation = 336.33
Fiction: name = UFZYFf  year = 2018  director = khNKTaW , quotient = 336.33
Cartoon: name = UAperS  year = 2018  legacy = PUPPET, calculation = 336.33
Documentary: name = PvGDdm  year = 2018  duration = 18 , calculation = 336.33
Cartoon: name = nUyTLb  year = 2018  legacy = PLASTICINE, calculation = 336.33
Documentary: name = vKveMM  year = 2018  duration = 41 , calculation = 336.33
Cartoon: name = QhDINd  year = 2018  legacy = PUPPET, calculation = 336.33
Fiction: name = vLCwjr  year = 2019  director = vQfsWBNCq , quotient = 336.5
Fiction: name = ngNCxc  year = 2019  director = mBuQSmTns , quotient = 336.5
Documentary: name = pKwYUY  year = 2019  duration = 21 , calculation = 336.5
Documentary: name = IYaTiR  year = 2019  duration = 38 , calculation = 336.5
Cartoon: name = AliUdQ  year = 2019  legacy = PUPPET, calculation = 336.5
Documentary: name = arLrni  year = 2019  duration = 19 , calculation = 336.5
Documentary: name = HkxjBW  year = 2019  duration = 76 , calculation = 336.5
Cartoon: name = DiIPEO  year = 2019  legacy = DRAW, calculation = 336.5
Cartoon: name = yyNWoW  year = 2019  legacy = PUPPET, calculation = 336.5
Documentary: name = xgoUTD  year = 2019  duration = 85 , calculation = 336.5
Documentary: name = sUVZoh  year = 2019  duration = 29 , calculation = 336.5
Cartoon: name = sDiAtN  year = 2019  legacy = PLASTICINE, calculation = 336.5
Cartoon: name = FSGtRC  year = 2019  legacy = PUPPET, calculation = 336.5
Fiction: name = NkcKpY  year = 2019  director = qnHVIQD , quotient = 336.5
Documentary: name = rfSUdq  year = 2019  duration = 42 , calculation = 336.5
Fiction: name = bwZdEe  year = 2019  director = WUOBb , quotient = 336.5
Documentary: name = pkwNmq  year = 2019  duration = 72 , calculation = 336.5
Documentary: name = nuYvdb  year = 2019  duration = 77 , calculation = 336.5
Fiction: name = lMrXOu  year = 2019  director = kjvSk , quotient = 336.5
Cartoon: name = fxsLOz  year = 2019  legacy = PLASTICINE, calculation = 336.5
Cartoon: name = EbvRXe  year = 2019  legacy = DRAW, calculation = 336.5
Fiction: name = rLcfNI  year = 2020  director = AdZWjysI , quotient = 336.67
Fiction: name = RuqoEB  year = 2020  director = UCGSZXU , quotient = 336.67
Cartoon: name = NvmFNC  year = 2020  legacy = PLASTICINE, calculation = 336.67
Cartoon: name = LsPNTx  year = 2020  legacy = DRAW, calculation = 336.67
Documentary: name = QqlHtZ  year = 2020  duration = 58 , calculation = 336.67
Fiction: name = ZkEpMx  year = 2020  director = tSEWPgG , quotient = 336.67
Fiction: name = OVKGby  year = 2020  director = fyzFpKgb , quotient = 336.67
Fiction: name = pZnhoN  year = 2020  director = fxrPui , quotient = 336.67
Fiction: name = ZcnJIo  year = 2020  director = etGTPSPl , quotient = 336.67
Fiction: name = vBKcwY  year = 2020  director = ViMeJ , quotient = 336.67
Cartoon: name = AYbGjN  year = 2020  legacy = PLASTICINE, calculation = 336.67
Documentary: name = rwlMBF  year = 2020  duration = 27 , calculation = 336.67
Fiction: name = eCDJFS  year = 2020  director = JfqJARPUy , quotient = 336.67
Documentary: name = fwaOAv  year = 2020  duration = 99 , calculation = 336.67
Documentary: name = nPxHhg  year = 2020  duration = 40 , calculation = 336.67
Documentary: name = LsOQRS  year = 2020  duration = 77 , calculation = 336.67
Cartoon: name = JjCbmG  year = 2020  legacy = DRAW, calculation = 336.67
